startDt,endDt,airlineType,koreaAirport,ap1,ap2,ap_ROUTE,arr_WEIGHT,total_PERSON,dep_WEIGHT,total_FP,dep_PERSON,arr_PERSON,total_WEIGHT,arr_FP,al_ICAO,dep_FP,year
,,,,인천 (RKSI),덴파사(응우라 라이) (WADD),WADD,1971,192384,1589,917,97044,95340,3560,459,KAL,458,2018
,,,,인천 (RKSI),델리 (VIDP),VIDP,2250,118440,2888,605,57167,61273,5138,302,AAR,303,2018
,,,,인천 (RKSI),델리 (VIDP),VIDP,0,0,0,15,0,0,0,15,GTI,0,2018
,,,,인천 (RKSI),델리 (VIDP),VIDP,1398,86769,2780,526,42416,44353,4178,263,KAL,263,2018
,,,,인천 (RKSI),델리 (VIDP),VIDP,0,0,0,1,0,0,0,1,PAC,0,2018
,,,,인천 (RKSI),도모데도보(모스크바) (UUDD),UUDD,741,0,0,10,0,0,741,9,ABW,1,2018
,,,,인천 (RKSI),도야마 (RJNT),RJNT,136,31345,126,202,15917,15428,262,101,ASV,101,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,18748,565607,17479,2495,284295,281312,36227,1247,AAR,1248,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,0,ABW,1,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,16,2,0,0,16,1,AIH,1,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,11073,0,11022,639,0,0,22095,342,AJX,297,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1280,268380,1283,1464,136018,132362,2563,732,ASV,732,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1495,265237,1416,1524,132690,132547,2911,762,ESR,762,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,118,18645,105,244,8312,10333,223,122,ETH,122,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,0,FDX,1,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,1,GTI,0,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,204,21086,212,167,11180,9906,416,83,JAL,84,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,3208,463681,2755,2678,233127,230554,5963,1339,JJA,1339,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1509,331698,1487,1908,165859,165839,2996,953,JNA,955,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,37822,377710,35589,2144,188376,189334,73411,1072,KAL,1072,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,2,0,0,0,1,MAS,1,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,3,0,0,0,2,PAC,1,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1291,224899,1353,1346,111722,113177,2644,673,TWB,673,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,0,UZB,1,2018
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,4,0,0,0,2,VDA,2,2018
,,,,인천 (RKSI),도하 (OTHH),OTHH,28023,240999,28750,1232,121037,119962,56773,616,QTR,616,2018
,,,,인천 (RKSI),돈므앙(방콕) (VTBD),VTBD,7595,559215,6744,1756,262624,296591,14339,878,TAX,878,2018
,,,,인천 (RKSI),두바이 (OMDB),OMDB,1517,122354,2817,718,58155,64199,4334,359,KAL,359,2018
,,,,인천 (RKSI),두바이 (OMDB),OMDB,7627,335850,7940,775,169009,166841,15567,387,UAE,388,2018
,,,,인천 (RKSI),디트로이트 (KDTW),KDTW,4017,201037,6274,719,99459,101578,10291,360,DAL,359,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,9947,381992,10906,1579,189318,192674,20853,789,AAR,790,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,6652,304461,6614,1471,153099,151362,13266,736,HVN,735,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,675,119809,683,730,61623,58186,1358,365,JJA,365,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,23633,466159,22300,2482,231623,234536,45933,1241,KAL,1241,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,1056,124033,1033,730,62979,61054,2089,365,TWB,365,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,2,0,0,1,0,0,2,1,VAS,0,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,5,0,0,1,0,0,5,1,VDA,0,2018
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,2067,273062,2013,1488,134186,138876,4080,744,VJC,744,2018
,,,,인천 (RKSI),라부안 (WBKL),WBKL,0,0,0,1,0,0,0,0,VDA,1,2018
,,,,인천 (RKSI),라스베이거스 (KLAS),KLAS,10,960,26,4,598,362,36,2,DAL,2,2018
,,,,인천 (RKSI),라스베이거스 (KLAS),KLAS,2431,120185,4413,529,62806,57379,6844,264,KAL,265,2018
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,3245,0,104,62,0,0,3349,52,BOX,10,2018
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,85,0,0,1,0,0,85,1,CKS,0,2018
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,70,0,0,1,0,0,70,1,PAC,0,2018
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,75,0,0,1,0,0,75,1,VDA,0,2018
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,1,0,0,0,1,PAC,0,2018
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,4454,187967,5712,730,98003,89964,10166,365,AAR,365,2018
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,4075,131561,4684,720,67602,63959,8759,360,BAW,360,2018
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,6697,203111,6285,730,105008,98103,12982,365,KAL,365,2018
,,,,인천 (RKSI),로마 (LIRF),LIRF,3110,152972,3241,601,76057,76915,6351,301,AAR,300,2018
,,,,인천 (RKSI),로마 (LIRF),LIRF,2142,81128,2081,384,40207,40921,4223,192,AZA,192,2018
,,,,인천 (RKSI),로마 (LIRF),LIRF,4954,186421,3486,646,90803,95618,8440,323,KAL,323,2018
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,13058,556013,15565,1589,275899,280114,28623,794,AAR,795,2018
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,2343,0,3764,87,0,0,6107,44,CKS,43,2018
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,2678,0,0,53,0,0,2678,53,FDX,0,2018
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,1625,0,2213,83,0,0,3838,57,GTI,26,2018
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,16536,502312,25807,1806,247009,255303,42343,902,KAL,904,2018
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,13377,0,6451,639,0,0,19828,380,PAC,259,2018
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,2872,68877,1792,670,34703,34174,4664,336,SIA,334,2018
,,,,인천 (RKSI),루앙프라방 (VLLB),VLLB,6,873,4,8,450,423,10,4,KAL,4,2018
,,,,인천 (RKSI),루이즈빌 (KSDF),KSDF,1018,0,2946,664,0,0,3964,354,UPS,310,2018
,,,,인천 (RKSI),룩셈부르크 핀델 (ELLX),ELLX,4902,0,10312,314,0,0,15214,157,CLX,157,2018
,,,,인천 (RKSI),리버사이드 공군기지 (KRIV),KRIV,0,0,0,1,0,0,0,1,GTI,0,2018
,,,,인천 (RKSI),마나스 (UCFM),UCFM,0,0,0,1,0,0,0,0,VDA,1,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,10146,437930,9376,1471,212978,224952,19522,736,AAR,735,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,0,0,0,12,0,0,0,6,AAV,6,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,754,126246,1345,866,62740,63506,2099,433,APG,433,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,2256,244594,6607,732,119627,124967,8863,367,CEB,365,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,1,126,0,1,0,126,1,1,GAP,0,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,0,0,0,1,0,0,0,0,GTI,1,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,909,126233,1069,729,63198,63035,1978,364,JJA,365,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,14105,438717,12391,1619,218616,220101,26496,808,KAL,811,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,3779,360769,7041,1459,184568,176201,10820,730,PAL,729,2018
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,16,0,0,1,0,0,16,1,RDA,0,2018
,,,,인천 (RKSI),마드리드 (LEMD),LEMD,2687,81466,3014,376,40044,41422,5701,188,KAL,188,2018
,,,,인천 (RKSI),마르세유 (LFML),LFML,24,2357,20,14,1229,1128,44,7,KAL,7,2018
,,,,인천 (RKSI),마르켓 (KSAW),KSAW,22,0,0,1,0,0,22,1,VDA,0,2018
,,,,인천 (RKSI),마쓰야마 (RJOM),RJOM,262,63536,240,386,31643,31893,502,193,JJA,193,2018
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,0,0,85,1,0,0,85,0,CKS,1,2018
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,214,0,957,13,0,0,1171,2,GTI,11,2018
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,1662,0,2501,64,0,0,4163,32,KAL,32,2018
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,0,0,0,1,0,0,0,1,PAC,0,2018
,,,,인천 (RKSI),마카오 (VMMC),VMMC,0,0,0,1,0,0,0,1,ABL,0,2018
,,,,인천 (RKSI),마카오 (VMMC),VMMC,2226,220431,1826,1868,110892,109539,4052,934,AMU,934,2018
,,,,인천 (RKSI),마카오 (VMMC),VMMC,89,20522,80,126,10288,10234,169,63,ASV,63,2018
,,,,인천 (RKSI),마카오 (VMMC),VMMC,701,175492,631,1030,87169,88323,1332,515,JJA,515,2018
,,,,인천 (RKSI),마카오 (VMMC),VMMC,540,124543,753,737,61579,62964,1293,368,JNA,369,2018
,,,,인천 (RKSI),마카오 (VMMC),VMMC,251,71471,405,448,36246,35225,656,224,TWB,224,2018
,,,,인천 (RKSI),말레 (VRMM),VRMM,1519,61103,1630,314,31292,29811,3149,157,KAL,157,2018
,,,,인천 (RKSI),맥코넬공군기지 (KIAB),KIAB,0,0,24,1,0,0,24,0,VDA,1,2018
,,,,인천 (RKSI),메드포드 (KMFR),KMFR,14,0,0,1,0,0,14,1,VDA,0,2018
,,,,인천 (RKSI),메만베쓰 (RJCM),RJCM,5,944,3,8,472,472,8,4,KAL,4,2018
,,,,인천 (RKSI),멕시코시티 (MMMX),MMMX,1493,79323,3128,417,39771,39552,4621,208,AMX,209,2018
,,,,인천 (RKSI),멜버른 (YMML),YMML,0,0,0,2,0,0,0,2,PAC,0,2018
,,,,인천 (RKSI),멤피스 (KMEM),KMEM,18542,0,5349,1100,0,0,23891,674,FDX,426,2018
,,,,인천 (RKSI),목단강 (ZYMD),ZYMD,397,50283,396,428,26097,24186,793,214,CSN,214,2018
,,,,인천 (RKSI),목단강 (ZYMD),ZYMD,476,60031,423,520,27696,32335,899,260,KAL,260,2018
,,,,인천 (RKSI),몬테레이 (MMMY),MMMY,5,192,0,1,0,192,5,1,AMX,0,2018
,,,,인천 (RKSI),몬테레이 (MMMY),MMMY,0,0,0,1,0,0,0,1,VDA,0,2018
,,,,인천 (RKSI),무안 (RKJB),RKJB,0,0,0,1,0,0,0,0,HVN,1,2018
,,,,인천 (RKSI),무안 (RKJB),RKJB,0,0,0,1,0,0,0,0,TWB,1,2018
,,,,인천 (RKSI),무안 (RKJB),RKJB,0,0,0,2,0,0,0,0,VJC,2,2018
,,,,인천 (RKSI),뭄바이 (VABB),VABB,0,6,0,1,0,6,0,1,,0,2018
,,,,인천 (RKSI),뭄바이 (VABB),VABB,90,0,82,2,0,0,172,1,AAR,1,2018
,,,,인천 (RKSI),뭄바이 (VABB),VABB,2708,73213,2237,416,36362,36851,4945,208,AIC,208,2018
,,,,인천 (RKSI),뭄바이 (VABB),VABB,0,0,150,6,0,0,150,4,CKS,2,2018
,,,,인천 (RKSI),뭄바이 (VABB),VABB,0,0,81,2,0,0,81,1,GTI,1,2018
,,,,인천 (RKSI),뭄바이 (VABB),VABB,1573,49731,1900,325,24467,25264,3473,162,KAL,163,2018
,,,,인천 (RKSI),뮌헨 (EDDM),EDDM,4570,148198,4648,574,76060,72138,9218,287,DLH,287,2018
,,,,인천 (RKSI),뮌헨 (EDDM),EDDM,0,0,0,3,0,0,0,1,KAL,2,2018
,,,,인천 (RKSI),미니애폴리스 (KMSP),KMSP,3,72,0,1,0,72,3,1,DAL,0,2018
,,,,인천 (RKSI),미니애폴리스 (KMSP),KMSP,0,0,0,1,0,0,0,0,KAL,1,2018
,,,,인천 (RKSI),미야자키 (RJFM),RJFM,392,46760,358,376,23587,23173,750,188,AAR,188,2018
,,,,인천 (RKSI),미야자키 (RJFM),RJFM,203,40556,179,329,20801,19755,382,164,ESR,165,2018
,,,,인천 (RKSI),미야코 (ROMY),ROMY,5,685,3,8,342,343,8,4,KAL,4,2018
,,,,인천 (RKSI),미자와 (RJSM),RJSM,0,0,0,1,0,0,0,1,PAC,0,2018
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,11080,0,11806,277,0,0,22886,139,AAR,138,2018
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,11342,67613,11035,597,33039,34574,22377,299,KAL,298,2018
,,,,인천 (RKSI),바그다드 (ORBI),ORBI,0,0,91,1,0,0,91,0,CCC,1,2018
,,,,인천 (RKSI),바그람 (OAIX),OAIX,0,0,0,15,0,0,0,15,GTI,0,2018
,,,,인천 (RKSI),바그람 (OAIX),OAIX,0,0,0,3,0,0,0,3,PAC,0,2018
,,,,인천 (RKSI),바레인 (OBBI),OBBI,0,0,0,1,0,0,0,1,,0,2018
,,,,인천 (RKSI),바르샤바 (EPWA),EPWA,2961,116197,3549,519,57678,58519,6510,259,LOT,260,2018
,,,,인천 (RKSI),바르셀로나 (LEBL),LEBL,607,35316,813,142,17523,17793,1420,71,AAR,71,2018
,,,,인천 (RKSI),바르셀로나 (LEBL),LEBL,2487,93625,2674,418,46440,47185,5161,209,KAL,209,2018
,,,,인천 (RKSI),바탐 (WIDD),WIDD,38,5374,28,32,2603,2771,66,16,LNI,16,2018
,,,,인천 (RKSI),반다르스리 (WBSB),WBSB,177,23532,269,249,11600,11932,446,124,RBA,125,2018
,,,,인천 (RKSI),밴쿠버 (CYVR),CYVR,6096,187924,6687,722,95854,92070,12783,361,ACA,361,2018
,,,,인천 (RKSI),밴쿠버 (CYVR),CYVR,5036,168117,4785,730,84957,83160,9821,365,KAL,365,2018
,,,,인천 (RKSI),베니스 (LIPZ),LIPZ,1251,51274,1165,211,25283,25991,2416,105,AAR,106,2018
,,,,인천 (RKSI),베이루트 (OLBA),OLBA,0,351,10,2,351,0,10,0,KAL,2,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,2,0,0,0,1,,1,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,4727,332177,4584,1780,168228,163949,9311,893,AAR,887,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,2,0,0,0,2,ABW,0,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,1,0,0,0,0,AHK,1,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,4758,368072,5336,2502,194793,173279,10094,1251,CCA,1251,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,1018,104201,1466,729,55013,49188,2484,364,CSN,365,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,1,0,0,0,1,CSZ,0,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,9,4,0,0,9,0,FDX,4,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,2,0,0,0,0,GIA,2,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,5991,261115,6821,1466,138476,122639,12812,734,KAL,732,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,3,0,0,0,0,SIA,3,2018
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,1,0,0,0,1,VDA,0,2018
,,,,인천 (RKSI),부얀트 우카 (ZMUB),ZMUB,4,311,0,7,52,259,4,4,ESR,3,2018
,,,,인천 (RKSI),부얀트 우카 (ZMUB),ZMUB,2009,187560,3318,770,93950,93610,5327,385,KAL,385,2018
,,,,인천 (RKSI),부얀트 우카 (ZMUB),ZMUB,1583,172968,3540,833,86118,86850,5123,416,MGL,417,2018
,,,,인천 (RKSI),부얀트 우카 (ZMUB),ZMUB,0,0,0,2,0,0,0,1,TWB,1,2018
,,,,인천 (RKSI),부하라 (KBHK),KBHK,0,94,1,1,94,0,1,0,UZB,1,2018
,,,,인천 (RKSI),브누코보(모스크바) (UUWW),UUWW,0,98,0,3,52,46,0,2,,1,2018
,,,,인천 (RKSI),브뤼셀 (EBBR),EBBR,3525,0,3660,87,0,0,7185,44,AAR,43,2018
,,,,인천 (RKSI),브리즈번 (YBBN),YBBN,2432,108635,2458,512,54866,53769,4890,256,KAL,256,2018
,,,,인천 (RKSI),블라고베셴스크 (UHBB),UHBB,0,0,0,2,0,0,0,1,VDA,1,2018
,,,,인천 (RKSI),블라디보스톡 (UHWW),UHWW,160,33953,142,262,18292,15661,302,131,ESR,131,2018
,,,,인천 (RKSI),블라디보스톡 (UHWW),UHWW,631,125824,508,778,63509,62315,1139,389,JJA,389,2018
,,,,인천 (RKSI),블라디보스톡 (UHWW),UHWW,833,114378,1127,730,57076,57302,1960,365,KAL,365,2018
,,,,인천 (RKSI),블라디보스톡 (UHWW),UHWW,402,103107,676,813,51433,51674,1078,407,SBI,406,2018
,,,,인천 (RKSI),블라디보스톡 (UHWW),UHWW,705,118654,940,1362,60069,58585,1645,681,SHU,681,2018
,,,,인천 (RKSI),비라코프스 (SBKP),SBKP,7540,0,7214,191,0,0,14754,96,KAL,95,2018
,,,,인천 (RKSI),비엔나 (LOWW),LOWW,0,0,0,4,0,0,0,1,,3,2018
,,,,인천 (RKSI),비엔나 (LOWW),LOWW,2480,86278,2605,401,42731,43547,5085,200,KAL,201,2018
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,529,108667,504,664,54748,53919,1033,332,JJA,332,2018
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,816,115129,942,730,57319,57810,1758,365,JNA,365,2018
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,5,770,4,8,321,449,9,4,KAL,4,2018
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,543,60252,617,606,30188,30064,1160,303,LAO,303,2018
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,628,119823,573,701,60040,59783,1201,350,TWB,351,2018
,,,,인천 (RKSI),사가 (RJFS),RJFS,510,125037,362,854,61208,63829,872,427,TWB,427,2018
,,,,인천 (RKSI),사라고사 (LEZG),LEZG,12616,0,12511,292,0,0,25127,146,KAL,146,2018
,,,,인천 (RKSI),사이판 (PGSN),PGSN,944,140191,1184,625,70122,70069,2128,312,AAR,313,2018
,,,,인천 (RKSI),사이판 (PGSN),PGSN,1332,220082,1320,1332,108778,111304,2652,665,JJA,667,2018
,,,,인천 (RKSI),사이판 (PGSN),PGSN,97,16444,76,104,7915,8529,173,54,JNA,50,2018
,,,,인천 (RKSI),사이판 (PGSN),PGSN,505,95123,442,581,47391,47732,947,289,TWB,292,2018
,,,,인천 (RKSI),사할린 (UHSS),UHSS,239,30390,332,312,14984,15406,571,156,AAR,156,2018
,,,,인천 (RKSI),사할린 (UHSS),UHSS,104,0,641,130,0,0,745,65,AIH,65,2018
,,,,인천 (RKSI),사할린 (UHSS),UHSS,188,25803,305,312,12809,12994,493,156,SHU,156,2018
,,,,인천 (RKSI),사할린 (UHSS),UHSS,0,0,13,1,0,0,13,0,VDA,1,2018
